f1,f2,f3,f4,f5,f6,f7,f8
227,142,241,42,179,250,124,65
64,100,132,45,145,150,157,71
122,5,44,130,154,47,178,66
163,65,205,76,82,73,232,222
37,159,168,136,194,221,102,242
41,138,204,240,48,197,177,54
154,69,147,200,217,171,84,3
79,189,111,67,120,79,205,65
206,114,43,238,129,138,133,177
144,34,189,21,244,108,216,195
1,105,140,157,254,233,159,214
8,245,188,175,200,56,172,244
21,11,189,27,40,49,98,82
5,79,213,117,213,32,183,195
52,255,196,12,26,87,17,91
252,236,95,215,96,41,178,235
166,103,224,220,147,96,235,67
55,173,79,33,25,170,189,242
118,225,179,54,119,43,63,35
128,246,45,114,73,156,113,226
22,234,175,137,99,190,51,69
128,239,193,141,13,19,158,159
151,32,31,187,206,252,241,247
83,133,47,11,38,191,133,109
106,42,155,40,99,167,142,100
94,213,210,132,34,70,187,165
192,9,10,65,104,224,39,214
13,173,148,116,198,15,57,144
188,163,207,14,207,55,55,21
4,154,29,248,31,195,28,227
244,222,226,209,185,138,36,118
243,197,206,252,98,247,141,183
102,90,200,38,252,236,107,126
93,207,0,173,21,95,156,103
172,57,169,152,255,69,153,41
128,94,102,67,123,188,158,45
121,56,6,172,73,112,28,248
210,8,231,165,132,44,16,102
167,34,124,239,86,16,145,197
125,9,40,144,92,211,88,251
115,98,132,10,107,242,224,225
120,60,83,200,211,122,34,181
122,30,211,72,211,13,19,241
96,37,125,87,130,140,132,134
45,49,57,131,20,171,18,43
176,108,242,36,38,242,55,153
98,190,182,149,192,243,152,132
181,157,21,18,115,3,179,240
203,104,24,249,181,113,198,167
183,110,162,254,25,180,4,152
38,248,242,178,101,109,12,208
75,55,238,173,119,72,205,195
31,137,99,99,185,161,152,232
101,103,182,158,12,66,227,203
191,129,151,217,184,198,234,60
158,126,237,107,131,233,171,38
27,153,3,106,35,168,106,34
173,86,171,146,124,63,213,19
151,138,70,4,138,16,94,144
182,229,178,116,133,251,208,2
154,222,16,191,210,192,132,124
242,71,89,23,242,45,36,225
237,231,199,92,61,254,239,32
7,198,189,32,245,83,58,5
206,225,116,116,59,162,209,159
106,152,46,28,178,102,23,12
183,239,245,229,188,187,167,240
100,17,35,80,183,145,136,130
247,192,112,13,82,39,22,107
61,29,21,59,72,106,86,249
199,246,66,214,209,108,99,79
29,175,246,23,156,162,122,99
74,116,95,74,43,29,129,252
14,137,7,177,106,180,129,145
72,154,170,16,17,203,105,187
4,114,6,173,210,255,246,23
193,110,88,228,84,90,80,100
96,155,218,62,44,21,62,204
218,251,158,26,14,100,101,238
137,136,175,71,117,47,196,42
177,159,130,169,213,54,9,74
118,253,84,181,232,226,183,151
187,229,85,41,218,239,124,14
34,88,9,23,90,99,176,64
91,241,138,139,82,225,188,5
228,26,61,81,140,242,58,155
59,199,253,76,239,253,250,230
156,131,218,239,234,178,137,128
167,62,137,0,166,30,143,104
41,253,209,68,8,1,141,254
171,201,15,84,187,234,171,217
141,223,3,61,157,209,135,158
78,82,163,124,239,160,63,83
168,60,220,195,203,13,251,206
39,111,151,93,94,241,150,108
59,157,225,82,38,32,9,126
48,7,38,126,89,31,119,242
47,74,127,7,56,143,166,47
175,186,162,60,19,130,57,6
147,150,15,94,8,50,51,60
122,101,164,134,124,10,243,217
20,8,119,159,214,36,97,136
241,201,53,80,241,113,4,219
72,3,195,35,83,11,166,247
237,81,96,211,188,44,236,147
232,197,200,12,226,97,31,124
213,149,189,40,135,178,20,113
190,145,64,247,27,43,168,22
61,154,94,102,43,151,241,226
82,207,123,250,217,228,237,29
14,5,204,73,181,33,2,25
99,38,96,105,96,93,112,204
156,31,194,65,70,94,46,241
20,150,245,224,129,255,0,226
238,144,245,88,9,192,179,89
67,204,44,186,165,130,174,159
11,165,68,231,125,72,74,93
136,76,52,186,174,255,153,166
183,43,26,198,247,150,17,137
194,11,248,118,108,216,22,143
120,215,252,254,67,6,82,49
79,157,20,44,9,242,116,127
209,11,193,177,188,8,173,160
194,125,85,49,25,226,19,122
22,162,66,6,20,22,219,92
31,230,230,67,247,110,58,187
6,72,224,82,230,143,112,235
215,229,247,142,214,149,171,148
26,2,185,146,98,159,168,251
71,111,7,49,61,89,184,150
238,74,193,144,211,128,211,46
25,41,255,11,241,129,19,190
187,76,152,203,129,102,169,62
199,39,50,216,245,114,183,98
35,195,241,7,110,224,236,92
56,156,157,164,251,200,128,15
101,90,209,34,17,85,55,188
234,195,122,54,197,136,178,20
240,178,103,187,5,146,152,82
148,189,177,181,11,33,73,253
204,36,43,1,124,99,243,249
114,91,241,191,135,36,121,206
227,114,84,70,147,187,166,202
166,98,42,45,213,225,63,68
175,1,13,50,170,10,27,143
200,67,37,241,168,46,143,56
176,183,23,35,255,5,0,68
15,141,228,14,239,94,139,24
221,227,82,140,37,176,145,62
26,57,105,243,251,103,41,173
82,111,163,217,65,50,225,107
254,198,57,171,60,137,61,47
150,123,70,47,118,114,246,139
36,40,78,86,14,95,142,12
239,235,79,158,207,34,248,95
231,6,97,96,254,240,153,220
197,181,16,176,213,230,58,41
234,244,155,7,177,104,80,226
207,196,212,31,40,25,53,240
73,212,223,178,87,100,27,202
109,248,155,63,19,84,20,181
166,218,73,126,189,172,70,61
255,127,13,125,99,48,242,186
155,199,197,96,129,157,203,99
163,203,139,161,210,192,45,20
170,37,62,171,186,56,92,74
175,36,98,104,189,133,64,173
10,154,243,141,222,112,196,244
157,85,193,232,128,68,171,12
66,205,170,143,91,37,152,14
34,70,44,98,208,192,173,122
152,46,197,129,12,20,127,220
117,120,117,255,82,65,240,84
3,38,25,54,153,11,197,96
0,235,70,15,210,193,63,45
251,43,222,67,151,90,136,37
253,166,232,206,182,146,113,118
78,196,152,105,204,59,119,204
77,228,176,43,75,225,150,224
208,188,2,125,23,1,61,54
55,117,172,167,142,178,203,21
89,163,78,40,48,211,112,2
72,109,106,52,207,237,79,125
253,68,35,143,199,25,144,44
208,149,76,45,142,209,135,125
198,193,255,111,223,49,38,35
211,195,213,116,90,206,219,214
173,104,4,244,208,77,153,205
76,141,122,100,155,224,129,170
59,195,34,227,10,244,43,17
3,22,60,142,46,74,85,46
91,241,91,55,117,119,247,132
169,131,35,119,47,224,236,207
203,36,129,41,224,114,249,90
7,121,14,108,88,172,5,153
35,222,77,57,12,27,169,87
16,74,68,204,113,231,126,118
91,189,179,146,44,104,93,214
19,182,182,196,142,127,230,224
161,8,141,21,128,168,241,182
204,164,113,4,147,158,57,31
2,15,8,207,250,89,213,191
18,9,177,107,92,178,71,173
234,201,244,161,140,115,99,250
194,57,217,247,215,108,30,41
34,156,83,79,193,177,222,205
7,224,148,133,231,120,52,57
29,204,178,164,84,147,44,21
122,48,240,20,130,102,81,244
76,255,141,217,13,89,54,65
186,68,88,189,251,49,240,193
63,14,119,227,76,249,70,123
211,208,10,0,181,28,44,10
24,98,88,220,242,30,145,169
253,22,166,222,207,231,197,152
146,130,225,40,188,104,0,153
154,218,32,214,9,248,13,119
125,207,93,81,19,173,185,145
156,102,83,184,154,102,103,135
188,243,67,95,185,46,186,0
171,158,162,193,156,26,175,217
168,40,113,145,221,175,70,206
145,157,100,56,98,148,195,54
59,66,54,206,183,77,21,130
64,238,33,250,233,49,159,1
52,58,113,123,93,71,153,70
119,115,26,188,22,215,212,25
130,208,212,100,63,36,211,75
35,105,191,28,88,197,3,90
142,87,150,117,140,10,30,212
218,197,37,147,60,107,142,151
8,252,199,136,23,42,54,86
195,79,121,248,183,228,186,148
190,101,165,64,128,49,211,23
3,95,209,253,58,219,241,157
157,161,198,38,216,150,60,90
133,19,245,145,152,124,102,53
63,59,77,135,72,207,36,23
91,183,77,114,175,100,130,126
108,16,100,87,247,156,32,176
152,249,40,130,199,208,19,67
90,94,134,178,106,56,44,129
23,122,61,121,88,40,182,88
64,77,225,118,16,175,136,54
155,64,140,188,127,229,10,151
66,199,97,3,49,187,166,234
0,20,38,161,89,156,161,55
233,37,73,76,47,142,225,202
182,134,121,171,195,23,146,13
89,139,54,196,8,6,207,235
154,49,164,92,57,170,80,92
210,108,108,157,174,165,86,137
106,85,55,25,147,68,223,5
169,79,62,238,205,218,214,193
125,245,159,56,57,162,34,17
180,4,97,42,112,183,84,183
197,165,224,8,51,25,128,236
30,249,13,108,43,105,141,6
244,231,1,135,35,22,252,20
47,51,0,85,120,84,211,148
111,163,145,162,155,242,128,141
250,53,16,226,199,115,55,182
172,175,24,238,69,118,79,67
138,125,31,214,221,161,197,173
247,252,169,179,5,32,142,149
114,42,234,59,54,202,123,79
239,211,5,211,164,39,239,31
202,218,212,232,49,137,185,237
240,165,178,227,86,54,185,202
109,255,180,60,18,138,39,189
110,87,142,116,146,173,1,206
169,33,80,205,177,184,79,105
242,31,212,137,101,204,79,242
69,100,169,103,151,131,238,59
7,151,78,160,227,143,95,237
26,125,30,242,227,208,155,238
95,16,202,203,179,33,143,40
164,172,114,115,116,33,171,88
109,237,251,33,62,12,140,93
77,147,252,157,39,229,184,108
5,188,85,104,210,196,234,30
112,155,83,21,58,83,240,216
226,207,18,150,249,220,210,102
235,211,171,54,192,232,148,220
182,120,66,244,106,2,228,9
160,34,178,146,222,230,171,55
34,53,13,159,10,115,208,173
222,160,116,145,245,208,160,63
7,54,146,218,37,143,38,143
235,84,171,152,231,179,36,127
181,106,248,172,227,128,106,99
220,155,232,11,72,56,209,242
167,220,57,220,118,254,20,90
51,152,220,201,191,203,40,13
16,234,141,149,42,161,248,9
175,153,237,124,50,22,5,46
8,170,121,114,202,121,117,186
248,83,145,52,171,226,157,61
80,140,121,79,242,52,5,146
79,76,102,59,149,73,18,55
226,198,243,243,40,87,57,221
49,207,77,250,132,113,171,116
171,226,195,113,6,79,182,134
19,65,86,5,40,103,77,242
141,208,236,86,176,217,83,14
113,246,100,244,154,204,194,114
178,95,64,143,147,199,196,244
112,65,44,193,238,105,27,229
71,120,182,69,136,253,25,200
13,108,190,32,73,77,144,109
123,244,58,246,51,200,210,230
54,74,22,255,113,31,103,17
100,85,148,220,57,37,60,139
215,40,0,43,9,86,34,48
138,147,35,129,69,112,3,244
56,84,134,23,252,199,17,48
103,66,97,175,214,107,54,42
1,92,205,68,222,46,48,148
9,53,86,255,167,25,74,85
97,223,225,183,120,21,173,238
82,195,126,105,153,60,158,59
215,159,117,196,220,101,221,75
220,216,219,87,97,206,184,54
191,98,86,209,155,68,95,194
84,200,14,100,58,82,160,134
235,240,82,179,151,253,222,11
103,1,238,128,16,187,74,243
68,173,243,118,144,37,148,150
235,167,152,62,216,146,221,54
208,7,169,14,149,114,209,26
145,105,94,101,102,48,149,249
34,163,252,23,116,26,101,68
85,160,154,42,128,34,210,204
140,147,147,70,109,150,215,239
118,80,194,146,79,253,95,116
211,146,62,2,56,68,21,146
143,192,99,90,61,124,38,10
131,137,92,208,7,195,125,250
48,182,67,137,58,170,205,31
200,169,167,229,103,22,238,151
112,41,90,193,52,74,216,161
107,203,64,253,56,191,178,34
97,0,19,71,57,117,124,103
169,28,143,64,249,60,79,188
200,79,92,211,43,201,212,48
141,229,217,253,157,50,56,49
128,168,139,32,60,61,54,132
102,172,210,37,120,97,204,84
250,171,210,25,249,18,133,71
130,171,220,220,93,71,212,157
18,95,144,21,39,142,238,143
97,101,111,224,223,82,54,51
224,238,42,90,231,128,171,159
11,65,245,163,249,7,137,252
72,199,156,176,202,204,82,12
53,96,47,184,25,207,109,233
22,40,98,254,84,206,141,171
69,66,11,48,162,59,52,44
195,90,241,32,178,180,134,166
220,93,115,64,124,200,252,99
176,220,86,55,170,138,42,219
249,155,62,44,21,84,66,70
212,90,109,64,28,231,58,96
61,182,31,151,210,62,155,171
179,165,189,6,16,232,151,251
151,132,93,194,54,93,104,215
247,161,222,17,125,211,112,198
6,177,113,110,181,102,82,240
238,244,25,98,86,2,29,161
214,5,227,228,11,33,68,213
103,222,41,161,254,68,248,94
219,220,65,218,110,48,233,218
0,75,35,244,55,52,253,253
249,249,84,92,242,161,25,57
151,49,122,36,120,74,52,67
25,98,150,44,85,230,210,152
157,21,215,139,158,46,204,75
105,224,93,216,76,84,244,90
67,50,52,183,57,32,196,88
114,170,117,58,30,178,30,199
110,84,75,107,253,47,78,173
150,9,162,184,180,157,231,184
160,176,97,244,155,103,131,135
190,218,159,176,172,244,122,85
177,240,51,3,176,130,61,150
90,216,0,152,18,250,75,82
130,48,120,195,227,54,172,176
226,216,184,225,168,149,171,134
213,146,212,3,176,119,118,128
186,246,145,246,59,7,127,226
143,66,23,49,210,60,83,2
27,204,152,73,162,252,247,218
52,221,212,119,241,228,128,225
208,91,79,253,54,189,73,94
30,189,214,107,16,2,238,230
19,72,117,96,59,131,134,201
200,189,7,182,61,216,94,234
247,97,249,2,131,201,227,197
23,189,119,150,13,12,160,214
110,127,36,119,120,112,155,234
49,144,163,59,207,105,58,127
127,243,71,6,238,221,209,100
247,236,180,140,84,86,46,94
77,232,220,208,160,251,105,218
196,223,116,241,245,118,220,86
136,224,237,202,147,236,19,169
117,195,208,141,13,89,66,94
253,198,46,71,70,94,76,254
208,160,72,119,241,170,34,184
179,120,240,183,68,215,162,80
164,33,237,151,226,80,235,144
95,238,155,120,96,108,194,159
114,10,88,33,245,36,236,105
33,177,21,100,150,36,118,59
81,133,47,52,134,44,218,192
173,1,209,54,217,209,59,183
82,40,144,233,168,160,184,243
25,146,216,72,209,37,187,193
8,235,54,71,130,97,159,216
59,222,49,32,152,255,216,147
248,85,69,245,109,68,236,58
173,212,236,49,212,195,40,136
103,63,8,240,38,25,22,158
138,223,215,157,249,171,121,221
200,112,74,199,88,249,223,39
38,19,78,55,101,165,242,141
82,237,67,180,184,82,24,162
158,227,143,154,230,223,180,84
197,124,154,111,149,152,179,186
161,14,9,209,242,187,124,98
142,110,24,195,177,3,31,234
194,207,98,70,8,153,228,89
17,124,167,194,123,21,230,102
101,213,191,180,254,186,79,17
236,117,45,148,122,68,135,244
189,42,111,58,66,124,23,255
236,199,74,148,154,48,218,19
106,82,80,158,234,188,23,93
139,238,166,32,148,199,248,161
31,153,7,213,153,171,168,103
108,125,174,233,87,34,182,106
227,161,70,38,158,229,191,41
30,202,78,120,27,84,74,3
130,56,79,183,109,5,182,158
9,88,151,47,130,249,31,99
241,47,30,95,182,114,252,223
239,148,207,30,202,71,44,35
70,20,62,234,78,44,183,18
102,83,18,40,77,113,5,69
24,28,72,72,82,37,208,125
55,179,10,240,33,233,59,2
86,190,76,167,96,146,164,55
147,190,46,111,225,220,56,11
62,213,56,109,189,91,3,252
224,27,130,85,116,134,177,25
184,20,118,210,34,154,111,227
233,183,194,217,203,215,130,152
213,159,160,35,251,130,12,189
70,250,236,118,40,224,112,219
131,125,88,152,33,238,238,134
12,190,142,160,5,218,163,114
194,172,103,42,141,250,22,234
106,192,107,77,37,155,46,121
255,15,32,251,31,103,149,214
56,202,117,137,151,54,82,247
248,82,127,95,121,70,57,251
91,212,163,90,118,28,147,217
49,104,111,156,33,28,175,106
96,38,245,21,148,234,188,69
117,145,82,38,154,16,130,57
96,0,156,148,46,6,114,165
88,192,46,242,63,62,132,66
98,38,2,82,49,117,254,127
190,176,104,152,139,162,85,178
43,84,154,1,121,17,168,124
242,125,221,119,236,219,52,73
215,35,64,129,138,242,123,227
27,233,11,254,168,153,229,133
164,246,42,23,137,80,21,68
87,243,197,25,209,120,112,44
180,18,49,111,183,177,157,224
250,161,201,224,18,207,201,249
102,222,10,236,203,227,38,57
10,106,186,241,210,183,50,204
55,36,243,193,155,13,150,14
165,5,6,246,196,39,219,29
157,133,57,153,179,228,214,191
47,186,68,213,160,38,150,175
112,252,133,78,108,211,252,131
121,47,128,26,54,235,220,78
54,128,189,6,62,48,20,48
173,240,152,238,83,103,249,254
75,227,251,218,85,153,235,151
59,208,111,87,201,209,120,231
105,114,216,250,18,210,85,149
243,5,52,164,217,194,25,83
160,165,173,223,134,24,184,75
121,130,144,95,182,139,131,153
16,41,30,67,61,36,226,242
205,31,75,96,226,161,160,208
5,5,152,14,179,209,169,94
178,172,97,241,2,15,194,147
184,240,142,146,149,93,103,98
38,226,32,182,144,172,50,142
85,1,246,38,146,148,73,206
185,172,68,244,202,85,19,93
184,193,130,251,18,14,185,17
140,90,223,152,211,192,244,148
106,65,132,30,57,211,25,213
184,165,192,233,200,152,71,222
44,201,165,120,168,189,170,83
228,207,240,215,209,67,231,195
252,218,124,142,74,26,203,189
156,188,138,103,94,106,177,80
179,103,71,25,174,159,42,221
178,227,48,252,40,94,188,114
55,91,42,220,52,112,228,225
44,237,142,186,156,220,185,195
206,224,84,148,190,167,29,155
38,35,125,128,251,253,66,113
229,102,128,20,124,191,115,222
184,244,229,22,49,201,205,206
84,131,16,218,196,213,209,222
180,222,98,98,160,129,207,235
213,199,144,225,111,202,123,253
126,192,132,216,174,199,21,7
78,85,62,128,18,80,34,149
124,61,28,142,208,43,226,169
132,42,233,243,39,214,68,92
112,230,12,211,182,220,205,29
193,32,16,120,134,168,20,15
62,178,155,139,34,219,19,220
137,196,222,17,255,3,139,116
55,255,190,252,234,75,24,53
32,6,115,27,251,236,227,135
238,189,196,237,90,71,6,89
155,223,218,156,170,119,119,17
28,197,183,110,186,93,170,112
84,180,239,84,19,15,251,219
124,171,13,97,236,131,20,143
60,216,229,83,17,10,189,14
118,224,5,159,72,203,99,14
175,82,126,91,53,82,218,223
207,98,109,73,134,0,173,181
42,22,195,162,204,229,231,96
103,95,162,113,158,114,50,101
1,144,157,186,118,238,195,57
119,235,245,21,190,243,149,114
225,158,59,95,195,227,112,207
119,250,45,140,18,190,148,216
153,58,210,218,71,251,130,131
202,173,46,54,24,116,127,214
59,85,179,172,232,11,210,14
135,204,6,249,232,186,125,6
39,215,74,214,255,240,88,90
7,233,160,7,72,13,233,16
19,244,43,11,57,124,89,84
142,231,151,69,155,74,230,141
191,125,205,197,49,69,73,128
174,250,70,172,82,193,177,66
189,62,55,103,126,240,68,240
228,12,31,73,242,130,78,244
145,59,233,99,197,103,87,97
209,221,139,205,160,3,2,117
65,180,118,242,189,65,147,131
169,112,114,130,23,39,73,148
70,149,2,148,143,177,177,233
23,71,234,126,89,170,26,75
67,80,71,98,223,88,168,67
214,78,108,183,213,3,158,251
243,78,4,2,24,177,36,239
201,219,38,156,33,172,200,134
79,211,46,195,44,118,174,134
160,187,89,209,45,140,242,61
225,119,112,200,242,15,222,197
219,53,202,109,163,186,7,147
117,63,33,209,72,62,168,173
112,211,206,201,125,146,241,177
12,33,212,255,243,211,244,186
99,138,238,224,245,249,237,84
137,157,32,156,1,96,97,197
5,204,18,87,209,246,186,1
166,197,61,55,50,62,219,106
1,249,42,116,197,16,142,52
130,94,105,84,187,226,66,181
222,128,61,252,159,176,121,225
153,81,109,36,0,158,174,102
51,125,109,111,166,201,104,212
224,93,226,9,168,211,195,252
119,9,23,82,63,174,215,26
91,114,83,212,181,199,224,183
53,34,1,0,78,181,226,231
25,63,82,243,26,198,212,140
214,133,172,58,107,33,38,223
87,175,135,116,239,125,108,170
2,23,233,217,184,96,216,81
174,128,165,80,49,59,164,167
197,187,185,112,183,223,90,239
201,210,16,227,205,193,107,82
143,70,232,115,133,145,219,179
202,242,234,33,185,255,47,11
109,123,91,173,151,215,68,132
40,81,155,148,137,36,133,154
59,98,26,117,83,150,212,167
11,109,183,83,123,112,84,134
9,229,156,111,91,135,101,228
197,16,126,177,199,29,40,48
231,101,205,216,21,114,183,46
37,145,164,48,179,234,116,34
253,117,178,65,93,248,12,154
103,28,40,222,51,16,185,101
77,223,36,219,106,239,186,140
197,18,33,143,196,25,118,251
174,40,57,199,234,214,76,57
135,12,184,47,118,16,255,253
229,56,13,198,2,208,130,98
149,42,102,82,237,174,155,131
19,185,209,124,113,108,142,217
123,204,129,42,36,179,17,77
138,164,57,250,106,94,196,179
63,138,45,6,79,104,206,218
112,241,218,16,163,7,57,244
60,66,188,243,83,58,134,46
3,99,189,29,248,39,175,231
201,222,143,162,68,191,6,172
12,164,153,199,185,201,234,102
175,248,131,30,99,237,192,182
5,73,151,122,53,102,191,88
47,6,181,95,236,187,60,165
248,62,7,163,177,84,14,48
150,127,79,68,20,113,192,155
35,206,62,117,89,130,15,25
177,95,225,88,243,38,34,20
230,12,161,54,230,51,162,209
181,93,74,145,254,221,208,204
192,22,102,252,187,82,134,82
16,230,65,248,218,122,76,13
96,154,80,248,63,5,7,200
15,83,128,70,124,128,72,169
52,104,238,9,142,211,83,97
14,140,189,101,147,195,202,183
83,19,108,5,133,251,86,49
249,198,141,13,220,177,40,174
59,237,228,209,137,214,232,101
187,83,95,248,114,232,6,186
112,24,50,209,155,100,133,4
166,59,198,141,228,50,142,13
95,206,202,148,235,201,222,220
53,191,0,247,134,163,3,111
116,104,174,54,224,155,236,77
